Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,AccountId,DiscussionCount
"44578062","1","44628705","","2017-06-15 22:35:43","","0","107","6003780","","2571021","","2017-06-30 02:15:39","2017-06-30 02:15:39","Change default namespace when Serializing to XML fhir-net-api","<c#><xml><biztalk><hl7-fhir><dstu2-fhir>","1","0","","","","6003780","60","2016-03-01 17:07:24","David","2019-10-04 00:15:37","","","","26","15","0","7953756","1"
"34071923","1","34078786","","2015-12-03 17:01:36","","0","79","4995876","","","","","2015-12-04 00:20:06","Query HealthKit for list of existing WRITE permissions?","<ios><health-kit>","1","0","","","","4995876","1052","2015-06-10 16:38:20","helloB","2017-02-03 17:30:06","","","","249","115","15","6447929","1"
"24747889","1","","","2014-07-14 23:54:42","","1","604","3463499","","","","","2015-07-23 19:45:51","How to retrieve HL7 message from openMRS database","<hl7><mirth><openmrs>","1","0","","","","3463499","6","2014-03-26 09:46:35","user3463499","2014-09-26 06:43:40","","","","1","0","0","4231239","1"
"48653719","1","","","2018-02-06 23:39:11","","0","195","9324724","","9324724","","2018-02-07 00:21:08","2018-02-07 00:21:08","matplotlib Python scrolling through slices","<python><medical>","0","2","","","","9324724","12","2018-02-06 23:27:36","tom","2018-06-08 23:00:41","","London","","10","0","0","12893571","0"
"44459192","1","","","2017-06-09 13:33:51","","1","115","935609","","","","","2019-08-20 12:56:19","FHIR.net Property added to Practitioner","<hl7-fhir>","2","0","","","","935609","11","2011-09-08 19:45:01","Fuzzybill74","2019-09-04 18:09:18","","Quebec, Canada","","11","0","0","898967","2"
"30199061","1","","","2015-05-12 18:44:09","","0","924","2628841","","","","","2017-01-22 10:48:55","Cannot test heart rate using Google Fit api","<android><android-sensors><google-fit>","1","2","0","","","2628841","320","2013-07-29 03:27:03","Kaustav","2019-09-27 18:59:55","http://ikaustav.github.io","India","<p>Coding motivates me more than anything. I love to learn new technologies and try them out. For more info visit my <a href=""http://ikaustav.github.io"" rel=""nofollow"">Portfolio</a>.</p>
","92","43","3","3106091","1"
"39520704","1","","","2016-09-15 21:33:25","","1","88","4147312","","","","","2016-09-22 02:55:27","cannot find HL7 V2.4 xsd for ORM and ORR xsd'd","<hl7>","2","2","","","","4147312","28","2014-10-15 20:37:13","bobD","2019-07-24 21:35:51","","","","35","2","0","5181803","2"
"41394443","1","","","2016-12-30 10:15:34","","0","127","640082","","","","","2016-12-31 20:39:33","Multiple referring pratictioners in an FHIR Encounter","<hl7-fhir>","1","2","","","","640082","751","2011-03-01 20:38:55","Fred Laurent","2019-03-06 13:57:46","http://www.opikanoba.org","","","37","3","0","321322","1"
"49931775","1","","","2018-04-19 23:38:47","","0","286","3870955","","6600624","","2018-04-20 19:18:25","2018-04-20 19:18:25","IOS HealthKit Error:Error Domain=com.apple.healthkit Code=4 ""Missing com.apple.developer.healthkit entitlement","<ios><health-kit><entitlements>","0","2","","","","3870955","19","2014-07-24 00:06:23","ASG","2018-04-24 23:30:56","","","","4","0","0","4792029","0"
"10687837","1","","","2012-05-21 15:08:05","","1","2129","821742","","-1","","2017-05-23 11:59:59","2016-05-08 16:47:57","How do i access the information in an hl7 message parsed with nHapi","<hl7><nhapi>","2","0","","","","821742","7415","2011-06-29 18:51:48","bernie2436","2017-03-22 01:56:19","","","","1095","1022","10","435249","2"
"4680906","1","4683175","","2011-01-13 14:06:24","","4","2027","185767","","","","","2015-04-21 21:46:21","guide to hl7 implementation","<hl7>","2","2","3","2015-06-12 17:51:23","","185767","323","2009-10-07 16:25:38","souter","2019-04-25 14:07:38","","","","28","10","0","62543","2"
"50814088","1","","","2018-06-12 09:45:56","","1","359","9574661","","9574661","","2018-07-04 10:21:15","2018-07-04 10:21:15","DICOM Images read with GDCMSeriesFileNames or list of paths","<python><dicom><itk><simpleitk>","3","0","","","","9574661","20","2018-03-30 11:51:06","Timothée ZARAGORI","2019-10-10 17:01:27","","Nancy, France","","9","6","0","13259684","2"
"30506868","1","30507714","","2015-05-28 12:39:47","","-1","127","1035922","","","","","2015-05-28 13:17:22","Building gdcm-2.4.3 with CMake 3.2.2","<cmake><dicom><gdcm>","1","0","","","","1035922","149","2011-11-08 15:37:02","PaulN","2019-07-26 10:21:56","","","","52","14","0","1026775","1"
"49025242","1","49026488","","2018-02-28 08:41:37","","0","160","8246710","","8246710","","2018-02-28 09:00:54","2018-02-28 09:49:43","Reading .dcm files itk","<image-processing><dicom><itk>","1","2","","","","8246710","31","2017-07-03 06:27:19","Rasoul","2019-10-12 07:39:55","","Isfahan Province, Iran","","21","15","0","11243205","1"
"274158","1","274207","","2008-11-08 01:18:08","","2","9360","21981","mmr","21981","mmr","2008-11-08 01:46:45","2008-12-18 13:57:56","C# ushort[] to string conversion; is this possible?","<c#><string><dicom><ushort>","5","0","1","","","21981","8839","2008-09-25 03:21:53","mmr","2018-03-02 19:57:43","http://markmroden.com","","","1491","1056","30","11413","5"
"15827428","1","","","2013-04-05 06:38:12","","0","272","1556866","","","","","2013-04-05 09:34:23","How to Draw Marker in MRI File With Respect to Contrast Agent","<dicom>","1","0","","","","1556866","1207","2012-07-27 06:55:28","IMMORTAL","2015-09-25 09:28:57","","","","232","28","2","1695399","1"
"34420845","1","","","2015-12-22 16:57:13","","0","172","4995876","","","","","2015-12-22 22:39:22","HKQueryAnchor per data type, per source, or per source per data type?","<ios><health-kit>","1","0","1","","","4995876","1052","2015-06-10 16:38:20","helloB","2017-02-03 17:30:06","","","","249","115","15","6447929","1"
"234909","1","240780","","2008-10-24 19:14:33","","3","3168","3095","Dave","","","","2008-10-27 17:41:14","PL/SQL for parsing EDI (X12, NCPDP, HL7)","<plsql><edi><hl7><x12>","1","1","","","","3095","7035","2008-08-26 15:43:54","Dave","2019-10-11 14:02:11","http://stty-sane.blogspot.com","Milwaukee, Wisconsin United States","<h1>SOreadytohelp</h1>
","367","243","4","2242","1"
"49456189","1","","","2018-03-23 18:25:32","","0","298","9281107","","","","","2018-03-23 20:06:10","NiftyNet label_normalization for segmentation","<label><normalization><niftynet>","1","0","","","","9281107","16","2018-01-28 22:41:41","Kai Wang","2019-09-23 18:47:30","","","","31","0","0","12829380","1"
"11783056","1","","","2012-08-02 17:52:25","","1","4116","9266","","","","","2012-08-26 15:30:38","BizTalk error: Routing Failure Report for ""Routing Failure Report for ""<Name is not available>","<biztalk><biztalk-2010><btahl7>","2","0","","","","9266","24665","2008-09-15 18:14:08","Jeremy","2019-10-10 21:59:47","http://nowebsite","Kelowna, Canada","Software Developer","2530","537","30","5669","1"
"39699816","1","","","2016-09-26 09:59:31","","1","55","4727468","","2227743","","2016-09-26 10:30:26","2016-09-26 10:30:26","Is CMPedometer historical data lost on upgrade to iOS10 or a Restore?","<ios><core-motion><health-kit><health-monitoring><pedometer>","0","3","","","","4727468","743","2015-03-29 21:01:38","richc","2019-10-10 12:28:18","","","","133","442","15","6020043","0"
"50584543","1","50585347","","2018-05-29 12:33:59","","0","315","2537988","","","","","2018-05-29 13:13:47","Best approach to reading workout data from HealthKit","<ios><swift><health-kit>","1","0","","","","2537988","939","2013-07-01 06:23:32","toast","2019-08-07 23:58:20","","","","125","172","14","2990282","1"
"3208417","1","","","2010-07-08 22:17:41","","0","3370","387201","","","","","2010-07-26 22:58:20","Getting 'Access is Denied' exception message when running WCF service on Windows Azure","<c#><windows><wcf><azure><healthvault>","1","1","","","","387201","36","2010-07-08 22:01:39","Tom D.","2014-09-24 22:06:06","","","","3","0","0","164456","1"
"53555171","1","","","2018-11-30 09:58:25","","0","42","10510206","","","","","2018-11-30 12:56:07","why does GE PACS use Modality with c-find in StudyLevel","<dicom><dcmtk>","1","4","","","","10510206","10","2018-10-16 00:52:58","chenzongxi","2019-05-23 23:51:17","","china","","6","0","0","14551510","1"
"48709051","1","48709451","","2018-02-09 15:26:54","","5","904","1271244","","","","","2018-02-09 15:48:32","Caused by: java.lang.IllegalStateException: Must specify a valid bucketing strategy while requesting aggregation","<java><android><google-fit>","1","3","","","","1271244","1512","2012-03-15 10:12:07","nav_jan","2019-10-01 08:35:37","","India","","132","129","9","1326547","1"
"43982420","1","","","2017-05-15 14:45:05","","1","1105","5076231","","-1","","2017-05-23 12:18:02","2017-05-15 15:15:45","How to get Last Recent Height and Weight from Google Fit Api","<android><google-fit>","1","0","","","","5076231","34","2015-07-03 03:50:29","Snehil Chouhan","2019-10-12 13:11:44","","","","23","5","0","6566986","1"
"4598296","1","4659790","","2011-01-04 20:52:57","","12","12090","360675","","133","","2016-06-23 15:21:36","2016-06-23 15:21:36","HL7 Interface Engine Recommendations","<hl7><mirth>","4","1","7","2011-12-13 10:14:06","","360675","314","2010-06-07 17:39:03","Khirok","2019-05-30 19:15:56","","","","318","509","0","148707","4"
"31444218","1","31489376","","2015-07-16 02:03:11","","1","916","1872194","","2486002","","2015-07-20 06:12:26","2015-07-30 12:23:37","How to convert HL7 formatted text to HTML?","<c#><html><hl7><text-formatting><hl7-v2>","1","3","","","","1872194","1542","2012-12-03 09:55:27","Brendan Hill","2019-10-11 10:04:23","http://www.thelessiknow.com","Melbourne, Australia","<p>I have 14 years experience in the Microsoft stack, spanning C#, VB.NET, LINQ, E/F, VB6, MVC, etc.</p>
","192","94","4","2105842","1"
"31148143","1","31154311","","2015-06-30 20:42:48","","0","480","4013612","","","","","2015-10-01 16:45:45","iOS research kit survey (swift)","<ios><swift><uiimageview><researchkit>","2","0","","","","4013612","1123","2014-09-06 02:01:11","haitham","2019-10-10 17:48:41","https://www.haithammaya.com","Ann Arbor, MI","","101","555","2","4991561","2"
"40221899","1","","","2016-10-24 15:16:17","","1","84","1567629","","499581","","2016-10-24 15:22:40","2016-10-25 06:34:26","Save data while entering background - ResearchKit","<ios><swift><researchkit>","1","1","1","","","1567629","250","2012-08-01 05:34:53","Sonal0706","2017-09-29 05:52:56","","","","32","11","0","1709265","0"
"49243548","1","","","2018-03-12 20:01:38","","0","349","4625622","","","","","2018-07-20 11:38:23","Error Domain=com.apple.healthkit = 3 ""Workout Session is Not Current"" Error?","<ios><swift><health-kit>","1","0","","","","4625622","1603","2015-03-03 00:08:17","GarySabo","2019-10-09 15:33:42","https://itunes.apple.com/us/developer/myndarc-llc/id979588062","Pittsburgh, PA, USA","<p>Twilight Zone's #1 fan, don't believe me? See <a href=""https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8"" rel=""nofollow"">https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8</a></p>

<p>I'm also an athlete, musician, and attorney.</p>
","404","540","5","5874247","1"
"32373465","1","32561021","","2015-09-03 10:45:39","","13","2335","1915437","","1915437","","2015-09-03 10:54:46","2015-09-14 09:08:25","Get Current Activity from Google Fit API Android","<android><google-fit><google-fit-sdk>","3","6","2","","","1915437","554","2012-12-19 10:04:37","steve","2017-01-05 08:21:28","","UK","","153","188","17","1481834","3"
"40185720","1","","","2016-10-21 21:31:03","","0","54","4020435","","","","","2016-10-24 15:34:37","Analog of OpenCV imdecode() in ITK","<image><opencv><decode><dicom><itk>","1","0","","","","4020435","184","2014-09-08 19:04:03","Fijoy Vadakkumpadan","2019-10-11 21:41:22","","","","18","51","1","4756998","1"
"49543780","1","","","2018-03-28 20:39:22","","1","295","1217638","","","","","2018-04-01 19:43:16","Whats difference between HL7 v2.5 and v2.8","<hl7><hl7-v2>","1","4","1","","","1217638","37","2012-02-18 05:14:00","Surbhit","2018-07-03 15:51:53","","Franklin, TN, USA","","8","0","0","1258749","1"
"10783437","1","10794646","","2012-05-28 10:53:53","","1","2209","1235362","","","","","2012-05-29 07:14:18","How to load or open DICOM image file in java without using ImageJ library?","<java><netbeans><platform><dicom>","1","0","","","","1235362","665","2012-02-27 10:38:50","Jay","2018-09-26 13:55:03","","","","223","68","3","1281314","1"
"52292100","1","","","2018-09-12 09:41:46","","0","128","1996294","","1996294","","2018-09-12 10:05:56","2018-09-12 10:05:56","Healthkit: Set up 'enableBackgroundDelivery' but iOS is not at all waking up the app when there is new health data for the user on some devices","<ios><swift><health-kit><hkhealthstore><hkobserverquery>","0","3","","","","1996294","3729","2012-06-28 10:55:34","Ashok","2019-10-12 18:15:09","http://ashokios.blogspot.in","Hyderabad, India","<p>iOS Developer.</p>

<p>Coding is my passion.</p>
","479","1023","3","1608782","0"
"11132905","1","","","2012-06-21 06:46:35","","2","3434","384353","","384353","","2012-06-21 09:31:09","2012-11-13 09:13:54","How to develop a Dicom web Viewer","<c#><wpf><wcf><silverlight><dicom>","2","3","1","","","384353","2298","2010-07-06 09:19:09","SharpUrBrain","2017-08-29 08:56:09","","Bangalore, India","<p>I am a Software Developer/Designer from Bangalore,India. I love computer games, cricket, music and adventure.I am a 32 years old guy and I am a good planner. I am working as Software Developer Specialist in NASDAQ OMX Corporate Solutions(India) pvt. ltd. Bangalore,Karnataka since Jan 2015.</p>
","506","205","1","162715","2"
"39800012","1","","","2016-09-30 20:59:31","","0","74","2529631","","2529631","","2016-11-08 12:56:56","2016-11-11 13:22:03","Parse error in Fhir with DecimalType on WebLogic 12.1.2","<java><weblogic><hl7-fhir>","2","0","","","","2529631","1","2013-06-27 20:11:34","edandr555","2019-07-31 04:14:42","","Colombia, Medellín - Antioquia","","1","0","0","2979264","1"
"32300247","1","32308395","","2015-08-30 19:19:42","","3","1153","4861676","","","","","2019-01-19 05:48:15","Access workout data even when apple watch screen turn off","<objective-c><watchkit><apple-watch><health-kit>","2","13","5","","","4861676","64","2015-05-04 09:32:30","Arsene Huot","2019-01-18 23:23:24","","","","33","1","0","6251863","1"
"3923653","1","","","2010-10-13 12:35:57","","0","1511","442062","","","","","2011-01-11 23:58:32","How DCM4CHEE stores the bits allocation information of DICOM image","<java><dicom><hl7>","1","0","","","","442062","122","2010-09-08 05:13:42","Anil Kumar.C","2010-10-14 06:05:46","","Bangalore, India","","33","0","0","197783","1"
"52590594","1","52591996","","2018-10-01 11:57:52","","1","55","2255718","","","","","2018-10-04 05:48:20","What is the full Optical Density representation range of shades of gray in a Dicom CT image?","<dicom>","2","0","","","","2255718","90","2013-04-07 23:25:23","ZSmain","2019-10-12 09:24:58","","Algeria","<p>I'm Ismail, I'm studying Medical Image Processing, Yet I am a beginner in Image processing and Programming, and as you may notice in English too but that's not going to be the case for a long time :)</p>
","32","70","0","2604176","2"
"33108712","1","","","2015-10-13 17:14:49","","2","404","5001360","","185322","","2015-10-14 19:41:07","2015-10-14 19:41:07","Papaya DICOM image viewer - swap main slice","<dicom><papaya>","1","0","","","","5001360","1487","2015-06-12 00:55:41","chrisrhyno2003","2019-10-11 20:52:57","","","","245","8","3","6455986","1"
"34752076","1","34752249","","2016-01-12 19:21:17","","2","93","4481026","","2795440","","2016-01-12 19:55:27","2016-01-12 19:55:27","Ifelse within dplyr taking a longer time to execute","<r><medical>","1","3","","","","4481026","152","2015-01-22 04:43:16","x1carbon","2019-03-18 04:14:37","","Los Angeles, CA","","51","5","0","5664491","1"
"12449446","1","","","2012-09-16 18:20:14","","1","538","1519703","","11343","","2012-09-21 11:51:27","2013-03-02 17:10:26","Dicom error after trying to perform a DICOM ping","<ping><dicom>","1","3","","","","1519703","23","2012-07-12 05:08:07","user1519703","2013-01-21 10:54:19","","","","3","0","0","1648727","1"
"11766434","1","21818520","","2012-08-01 19:44:38","","1","114","9266","","175679","","2012-08-01 19:46:24","2014-02-18 00:36:00","BizTalk HL7 Accelerator Enhanced vs Deferred mode","<biztalk><biztalk-2010><btahl7>","1","0","","","","9266","24665","2008-09-15 18:14:08","Jeremy","2019-10-10 21:59:47","http://nowebsite","Kelowna, Canada","Software Developer","2530","537","30","5669","1"
"31141487","1","","","2015-06-30 14:45:42","","2","1004","5065770","","1226963","","2015-06-30 15:21:28","2015-10-28 15:06:53","Apple HealthKit - background updates not triggering","<ios><swift><background><health-kit>","2","5","2","","","5065770","46","2015-06-30 14:09:35","michael5w","2016-06-24 14:14:01","","","","3","0","0","6551531","2"
"40389294","1","","","2016-11-02 20:34:12","","3","328","2102092","","2836621","","2016-11-02 22:34:44","2016-11-02 23:56:22","dicom images min max pixels and locations","<image><matlab><crop><dicom><minmax>","2","1","","","","2102092","16","2013-02-23 10:30:48","user2102092","2018-05-24 19:49:44","","","","29","2","0","2405502","2"
"39824718","1","","","2016-10-03 04:43:42","","1","65","1829499","","","","","2016-10-03 15:16:12","HL7 server sends no response to two simple apps created in .NET and PHP","<php><.net><hl7>","1","1","","","","1829499","3363","2012-11-16 11:40:13","Karlo Kokkak","2019-10-02 14:25:13","","","<p><a href=""https://stackoverflow.com/users/1829499/karlo-kokkak"">
<img src=""https://stackoverflow.com/users/flair/1829499.png"" width=""208"" height=""58"" alt=""profile for Karlo Kokkak at Stack Overflow, Q&amp;A for professional and enthusiast programmers"" title=""profile for Karlo Kokkak at Stack Overflow, Q&amp;A for professional and enthusiast programmers"">
</a></p>
","553","330","28","2050351","1"
"30544491","1","30563052","","2015-05-30 09:30:18","","3","313","417811","","","","","2015-05-31 21:46:46","Does disableBackgroundDeliveryForType delete the corresponding HKObserverQuery?","<ios><swift><health-kit><hkhealthstore>","1","0","1","","","417811","1404","2009-12-03 09:23:36","jestro","2019-10-12 00:36:54","http://antariaonline.com/","Bellevue, WA, USA","<p>Been programming games for awhile now. Graduated Digipen 2004. Currently at Unity 3D testing things.</p>
","192","634","202","182831","1"
"31120588","1","","","2015-06-29 16:13:52","","2","701","4875887","","","","","2016-03-15 05:38:12","Android - Google Fit - Get user's speed","<android><google-fit><google-fit-sdk>","1","1","","","","4875887","450","2015-05-07 16:26:04","Ernestina Juan","2019-09-04 22:58:34","","","","84","1","0","6271883","1"
"11932346","1","11932526","","2012-08-13 10:21:33","","1","4205","384353","","384353","","2012-08-13 12:19:54","2012-08-13 13:19:00","How to convert type 'system.windows.media.imagesource' to 'system.drawing.image' or byte[] in C#?","<c#><.net><wcf><silverlight><dicom>","3","1","1","","","384353","2298","2010-07-06 09:19:09","SharpUrBrain","2017-08-29 08:56:09","","Bangalore, India","<p>I am a Software Developer/Designer from Bangalore,India. I love computer games, cricket, music and adventure.I am a 32 years old guy and I am a good planner. I am working as Software Developer Specialist in NASDAQ OMX Corporate Solutions(India) pvt. ltd. Bangalore,Karnataka since Jan 2015.</p>
","506","205","1","162715","3"
"49094535","1","","","2018-03-04 10:46:18","","0","304","9441148","","","","","2019-07-12 17:34:58","OSError: [Errno 24] Too many open files using Nibabel","<python><image><macos><operating-system><medical>","2","0","1","","","9441148","1","2018-03-04 10:13:55","djfire","2019-09-23 15:02:03","","","","1","0","0","13065700","2"
"48974045","1","","","2018-02-25 13:34:28","","0","469","618886","","618886","","2018-02-26 00:56:01","2018-03-13 09:57:18","get uncompressed raw-pixel data in fo-dicom 1.x","<dicom><fo-dicom>","1","0","","","","618886","113","2011-02-16 01:32:35","user618886","2019-10-11 23:52:44","","","","34","60","0","307533","1"
"11149486","1","11150001","","2012-06-22 02:32:02","","0","203","1473722","","","","","2012-06-22 04:01:33","What is the segment for Code Blue status in HL7?","<hl7>","1","0","","","","1473722","128","2012-06-22 02:22:16","wizgot","2019-10-12 08:55:04","","","<p>Node, MEAN, Bitcoin</p>
","30","43","0","1590243","1"
"58311830","1","","","2019-10-09 20:30:03","","1","46","1708977","","1708977","","2019-10-10 16:51:53","2019-10-10 18:04:21","Jackson: How do I post-process JsonNode during serialization?","<java><json><jackson><hl7-fhir>","1","3","","","","1708977","348","2012-09-29 21:50:08","Bit Fracture","2019-10-13 02:06:42","http://bitfracture.com","","","60","34","0","1890853","0"
"31010262","1","","","2015-06-23 18:07:21","","0","251","932338","","147763","","2017-08-31 21:37:16","2017-08-31 21:37:16","Issues with Imebra Dicom SDK","<android><dicom><imebra>","1","1","","","","932338","16","2011-09-07 08:55:39","Pallam Madhukar","2019-01-09 03:59:14","","Hyderabad, India","<p>Windows 8 &amp; Windows Phone Developer.</p>
","15","1","0","892568","1"
"52509210","1","52527747","","2018-09-26 02:43:41","","1","592","6289090","","6289090","","2018-09-26 18:20:46","2018-09-27 00:29:00","Mirth channel Source TCP Listener setting","<tcp-ip><hl7><mirth><mirth-connect>","1","0","","","","6289090","537","2016-05-04 05:59:42","bbusdriver","2019-10-13 06:07:08","","","","164","42","1","8375501","1"
"30893057","1","30896135","","2015-06-17 13:28:01","","1","495","2683631","","","","","2015-06-17 15:35:34","dcm4che query at SOP instance level","<dicom><dcm4che>","1","0","","","","2683631","64","2013-08-14 18:23:37","user2683631","2016-11-11 00:28:40","","","","12","5","0","3175685","1"
"34003804","1","37823365","","2015-11-30 16:54:35","","1","580","254232","","254232","","2015-11-30 17:07:18","2016-06-14 22:49:00","Google FIT Rest API Get Sessions","<google-api><google-api-client><google-fit>","1","2","","","","254232","1472","2010-01-19 17:37:43","Luis","2019-10-09 17:35:07","http://informatictips.blogspot.com","Portugal","<p>Outsystems Consultant</p>
","261","164","18","92833","1"
"20839368","1","20839716","","2013-12-30 12:14:50","","0","335","1557154","","","","","2013-12-30 12:36:49","Uploading a resource to the FHIR server","<xml><json><hl7-fhir>","1","0","","","","1557154","103","2012-07-27 08:56:07","Cormac Q","2019-02-15 14:47:53","","","","81","35","0","1695742","1"
"31657705","1","","","2015-07-27 15:52:53","","0","99","5161368","","","","","2015-07-28 13:44:13","Creating Segues Between Tasks Research Kit","<swift><researchkit>","1","0","","","","5161368","1","2015-07-27 15:49:33","Shashank","2017-06-16 19:01:00","","","","1","0","0","6692200","1"
"12094570","1","","","2012-08-23 14:57:28","","2","2902","1620150","","336648","","2012-08-23 21:52:19","2012-08-23 21:52:19","How to convert a DICOM file with no extension to a .png file or a .jpg file?","<c#><jpeg><dicom>","1","1","","","","1620150","11","2012-08-23 14:46:43","user1620150","2013-06-06 17:43:12","","","","1","0","0","1776422","1"
"29605630","1","29605745","","2015-04-13 12:42:18","","1","2450","1367715","","","","","2015-04-13 12:51:05","Determine if NSUInteger has a value or is nil","<ios><health-kit><nsuinteger>","4","2","","","","1367715","303","2012-05-01 12:23:01","Constantin Jacob","2019-06-20 09:42:00","","Germany","","123","27","1","1450680","4"
"11685776","1","11862514","","2012-07-27 10:13:44","","2","2787","1557338","","650012","","2012-08-08 10:25:30","2012-08-08 21:22:16","bitmap from byte arry of pixels in metro app(win 8)","<c#><.net><microsoft-metro><dicom>","2","0","1","","","1557338","28","2012-07-27 10:08:55","Pankaj","2015-05-04 10:46:43","","","","18","0","0","1695971","2"
"32761696","1","","","2015-09-24 12:45:08","","0","400","1206741","","136285","","2015-09-26 12:12:39","2015-10-27 15:23:13","Reading DICOM tags value using ActiViz.NET","<c#><vtk><dicom>","2","0","","","","1206741","206","2012-02-13 12:13:00","tal","2019-10-10 07:03:15","","","","59","152","1","1245112","1"
"58203582","1","","","2019-10-02 14:26:45","","1","36","12154182","","3653343","","2019-10-02 15:03:08","2019-10-02 15:03:08","Getting Access Token using Spring Reactive for ClientCredentials","<spring-boot><spring-security-oauth2><spring-webflux><hl7-fhir><spring-reactive>","0","7","","","","12154182","6","2019-10-02 13:56:07","airaman","2019-10-04 20:21:14","","Birmingham, AL, USA","","0","0","0","16811206","0"
"40468194","1","40483373","","2016-11-07 14:58:04","","3","628","5328417","","","","","2016-11-08 11:29:44","Format speed in Swift","<ios><swift><health-kit>","2","0","1","","","5328417","9052","2015-09-12 12:40:19","Arsen","2019-10-12 16:06:54","","Moscow, Russia","","471","303","37","6942679","1"
"19820391","1","","","2013-11-06 18:54:31","","0","347","506366","","2571021","","2013-11-14 20:37:54","2013-11-14 20:37:54","BizTalk HL7 Receive Pipeline Unable to configure logstore -- SQL server error","<sql-server><biztalk><btahl7><biztalk-2013>","0","3","","","","506366","1063","2010-11-12 23:39:11","Bensonius","2019-10-10 16:06:34","http://www.bensoniam.com/","Canada","<p>Forever noob.</p>
","106","486","4","237870","0"
"6473630","1","6474900","","2011-06-24 20:49:30","","2","271","570694","","670206","","2017-04-13 19:41:28","2017-04-13 19:41:28","Efficiently re-shaping a numpy ndarray from 2-D to 3-D based on elements from 2-D","<python><numpy><matrix><pydicom>","1","2","","","","570694","208","2011-01-11 02:30:01","Luke Mueller","2012-10-24 05:18:59","","","","22","1","0","276985","1"
"53524437","1","","","2018-11-28 16:53:24","","0","35","839224","","1271826","","2018-11-28 20:19:01","2018-11-28 20:19:01","ResearchKit custom ORKQuestionStep?","<ios><swift><researchkit>","0","0","","","","839224","116","2011-07-11 15:49:58","Jean Pierre","2019-02-14 02:27:56","","","","20","5","0","446272","0"
"34183525","1","34183534","","2015-12-09 16:08:40","","1","145","121733","","","","","2018-12-28 13:11:05","In FHIR StructureDefinitions (profiles) how do elements aggregate into a snapshot?","<hl7-fhir>","2","0","","","","121733","116","2009-06-12 02:16:18","Chris Grenz","2018-07-16 15:09:42","http://chrisgrenz.com","","","56","11","0","41844","1"
"10538680","1","","","2012-05-10 16:46:01","","1","3274","1053801","","","","","2013-02-28 03:14:28","How to view carriage return in HL7 message?","<carriage-return><hl7>","3","2","1","","","1053801","6","2011-11-18 12:38:41","user1053801","2012-05-25 16:27:52","","","","2","0","0","1049548","3"
"22640409","1","","","2014-03-25 16:17:52","","0","843","339725","","","","","2014-04-16 21:16:11","How to find & retrieve matching study in PACS server using dcm4che?","<dicom><dcm4che>","1","0","","","","339725","8456","2010-05-12 20:42:54","iraSenthil","2019-10-12 09:32:28","http://www.iraSenthil.com","United States","<p><a href=""http://www.iraSenthil.com"" rel=""nofollow"">http://www.iraSenthil.com</a></p>
","204","257","9","136313","1"
"29668892","1","","","2015-04-16 08:08:37","","0","105","1641661","","2416510","","2015-04-16 09:34:22","2015-04-17 07:18:53","How do I could start XD-LAB profile of Laboratory Domain","<java-ee><apache-camel><jbossfuse><hl7-cda><hl7-v3>","1","0","","","","1641661","909","2012-09-02 10:05:29","Md Shahed Hossain","2019-10-10 15:37:38","http://shahed.biz","Diamond Square, Kuala Lumpur, Kuala Lumpur, Malaysia","<p>This is <strong><a href=""http://shahed.biz/"" rel=""nofollow noreferrer"">Shahed</a></strong>. Enthusiastic, Full Stack JavaEE developer. Using <strong>Spring, Apache Camel, Open eHealth(IPF &amp; OHT), JPA, ES5, Maven, Ant, Bash, Docker, Travis &amp; Jenkins</strong>. My current concerning issues are <strong>IHE HL7 v2, v3, CT, ATNA, CDA, XDS, FHIR</strong>. Experiences in various types of Standards like <strong>AT Command, CIC, ASTM, HL7v2, HL7v3, CDA, FHIR &amp; PACS</strong>.</p>

<p>I love to use and contribute on <strong>Open Source</strong>, Programming with <strong>IoT</strong> is my pleasure. Enjoy tactics &amp; practice of <strong><em>OOP</em></strong> with <strong>Java, C++, C#, JavaScript, Python &amp; PHP</strong>.</p>

<p>For details connect to my <strong><a href=""https://www.linkedin.com/in/engshahed"" rel=""nofollow noreferrer"">professional network</a></strong>.</p>
","248","694","1","1804135","1"
"39211673","1","43922195","","2016-08-29 17:14:54","","1","73","4923163","","3507061","","2017-11-11 18:12:56","2017-11-11 18:12:56","How to run OpenEHR gen framework?","<java><spring><grails><openehr>","1","2","","","","4923163","128","2015-05-21 05:20:22","Amarjeet Singh","2019-10-10 07:53:44","","","","50","4","0","6341388","1"
"20619399","1","20621331","","2013-12-16 19:37:01","","0","81","3108608","","","","","2013-12-16 21:32:33","java.text.ParseException: The date '2013-12-11T14:45:00.000-04:00' is not a valid Date Time Format","<hl7-fhir>","1","0","","","","3108608","5","2013-12-16 19:26:59","arora","2016-07-27 15:12:34","","","","2","0","0","3738159","1"
